
TIPO_TRAMITE_DEMANDAS_RELATIVAS_AL_DERECHO_DE_DOMINIO,DEMANDAS RELATIVAS AL DERECHO DE DOMINIO,1,
TIPO_TRAMITE_MEDIDAS_CAUTELARES,MEDIDAS CAUTELARES,1,
TIPO_TRAMITE_PAGO_DE_PENSIONES_ALIMENTICIAS_(USUFRUCTO,_FRUTOS_DE_ARRIENDO),PAGO DE PENSIONES ALIMENTICIAS (USUFRUCTO, FRUTOS DE ARRIENDO),1,
TIPO_TRAMITE_ORDEN_DE_EMBARGO,ORDEN DE EMBARGO,1,
TIPO_TRAMITE_CANCELACIÓN_DE_LA_ORDEN_DE_EMBARGO,CANCELACIÓN DE LA ORDEN DE EMBARGO,1,
TIPO_TRAMITE_ACLARACIÓN,_REFORMA,_MODIFICATORIA,_REVOCATORIA,ACLARACIÓN, REFORMA, MODIFICATORIA, REVOCATORIA,1,
TIPO_TRAMITE_ANTICRESIS,ANTICRESIS,1,
TIPO_TRAMITE_CANCELACIONES,CANCELACIONES,1,
TIPO_TRAMITE_CESIÓN_DE_DERECHOS,CESIÓN DE DERECHOS,1,
TIPO_TRAMITE_COMODATO,COMODATO,1,
TIPO_TRAMITE_FIDEICOMISO_CIVIL,FIDEICOMISO CIVIL,1,
TIPO_TRAMITE_INSOLVENCIA,INSOLVENCIA,1,
TIPO_TRAMITE_INTERDICCIÓN,INTERDICCIÓN,1,
TIPO_TRAMITE_ORDENANZA,ORDENANZA,1,
TIPO_TRAMITE_RATIFICACIÓN,RATIFICACIÓN,1,
TIPO_TRAMITE_RESTITUCIÓN_FIDUCIARIA,RESTITUCIÓN FIDUCIARIA,1,
TIPO_TRAMITE_SENTENCIAS,SENTENCIAS,1,
TIPO_TRAMITE_MATRICULAS_DE_LOS_COMERCIANTES,MATRICULAS DE LOS COMERCIANTES,,1
TIPO_TRAMITE_CAPITULACIONES_MATRIMONIALES,CAPITULACIONES MATRIMONIALES,,1
TIPO_TRAMITE_TESTAMENTO,TESTAMENTO,,1
TIPO_TRAMITE_PARTICIONES,PARTICIONES,,1
TIPO_TRAMITE_ACTOS_DE_ADJUDICACIÓN,ACTOS DE ADJUDICACIÓN,,1
TIPO_TRAMITE_DISOLUCIÓN,_DEMANDA_Y_SENTENCIA_DE_LA_SOCIEDAD_CONYUGAL,DISOLUCIÓN, DEMANDA Y SENTENCIA DE LA SOCIEDAD CONYUGAL,,1
TIPO_TRAMITE_LIQUIDACIÓN_DE_LA_DISOLUCIÓN_CONYUGAL,LIQUIDACIÓN DE LA DISOLUCIÓN CONYUGAL,,1
TIPO_TRAMITE_PODERES_GENERALES_O_DE_FACTOR,PODERES GENERALES O DE FACTOR,,1
TIPO_TRAMITE_EMANCIPACIÓN_DE_MENOR,EMANCIPACIÓN DE MENOR,,1
TIPO_TRAMITE_AUTOS_DE_QUIEBRA_Y_REHABILITACIÓN,AUTOS DE QUIEBRA Y REHABILITACIÓN,,1
TIPO_TRAMITE_CONTRATO_DE_RESERVA_DE_DOMINIO,CONTRATO DE RESERVA DE DOMINIO,,1
TIPO_TRAMITE_CANCELACIÓN_DEL_CONTRATO_DE_RESERVA_DE_DOMINIO,CANCELACIÓN DEL CONTRATO DE RESERVA DE DOMINIO,,1
TIPO_TRAMITE_CANCELACION_DE_PRENDA_INDUSTRIAL_Y_PRENDA_AGRICOLA,CANCELACION DE PRENDA INDUSTRIAL Y PRENDA AGRICOLA,,1
TIPO_TRAMITE_CONTRATO_DE_PRENDA_INDUSTRIAL_Y_PRENDA_AGRICOLA,CONTRATO DE PRENDA INDUSTRIAL Y PRENDA AGRICOLA,,1
TIPO_TRAMITE_CESION_DE_DERECHOS_DEL_CONTRATO_DE_RESERVA_DE_DOMINIO,CESION DE DERECHOS DEL CONTRATO DE RESERVA DE DOMINIO,,1
TIPO_TRAMITE_CESIÓN_DE_DERECHOS_DEL_CONTRATO_DE_PRENDA_AGRICOLA_E_INDUSTIAL,CESIÓN DE DERECHOS DEL CONTRATO DE PRENDA AGRICOLA E INDUSTIAL,,1
TIPO_TRAMITE_TERMINACIÓN_DE_CONTRATO_DE_PRENDA_AGRÍCOLA_E_INDUSTRIAL,TERMINACIÓN DE CONTRATO DE PRENDA AGRÍCOLA E INDUSTRIAL,,1
TIPO_TRAMITE_NOMBRAMIENTOS,NOMBRAMIENTOS,,1
TIPO_TRAMITE_CESIÓN_DE_PARTICIPACIONES,CESIÓN DE PARTICIPACIONES,,1
TIPO_TRAMITE_TRANSFORMACIÓN,TRANSFORMACIÓN,,1
TIPO_TRAMITE_CANCELACIÓN_DE_UNA_COMPAÑÍA,CANCELACIÓN DE UNA COMPAÑÍA,,1
TIPO_TRAMITE_RESOLUCIÓN_DE_CANCELACIÓN_DE_ACTOS_SOCIETARIOS_NO_SUJETOS_A_REVISIÓN_PREVIA,RESOLUCIÓN DE CANCELACIÓN DE ACTOS SOCIETARIOS NO SUJETOS A REVISIÓN PREVIA,,1
TIPO_TRAMITE_AUMENTO_DE_CAPITAL,AUMENTO DE CAPITAL,,1
TIPO_TRAMITE_TRANSFERENCIA_DE_ACTIVOS_DE_UNA_ENTIDAD_DEL_SISTEMA_FINANCIERO_EN_PROCESO_DE_LIQUIDACIÓN_OTRA_INSTITUCIÓN_FINANCIERA,TRANSFERENCIA DE ACTIVOS DE UNA ENTIDAD DEL SISTEMA FINANCIERO EN PROCESO DE LIQUIDACIÓN OTRA INSTITUCIÓN FINANCIERA,,1
TIPO_TRAMITE_CONTRATO_CONSTITUTIVO_DE_COMPAÑÍAS_DE_SEGURIDAD_Y_VIGILANCIA_PRIVADA,CONTRATO CONSTITUTIVO DE COMPAÑÍAS DE SEGURIDAD Y VIGILANCIA PRIVADA,,1
TIPO_TRAMITE_CONTRATO_CONSTITUTIVO_DE_COMPAÑÍAS_DE_SEGUROS_PRIVADOS,CONTRATO CONSTITUTIVO DE COMPAÑÍAS DE SEGUROS PRIVADOS,,1
TIPO_TRAMITE_DOMICILIACIÓN_DE_UNA_COMPAÑÍA_DE_SEGUROS_PRIVADOS_EN_TERRITORIO_NACIONAL_Y_SU_RESPECTIVO_PODER_CONFERIDO_AL_APODERADO_NACIONAL,DOMICILIACIÓN DE UNA COMPAÑÍA DE SEGUROS PRIVADOS EN TERRITORIO NACIONAL Y SU RESPECTIVO PODER CONFERIDO AL APODERADO NACIONAL,,1
TIPO_TRAMITE_RESOLUCIÓN_DE_LIQUIDACIÓN_(FORZOSA_Y_VOLUNTARIA)_EN_UNA_COMPAÑÍA_DE_SEGUROS_PRIVADOS,RESOLUCIÓN DE LIQUIDACIÓN (FORZOSA Y VOLUNTARIA) EN UNA COMPAÑÍA DE SEGUROS PRIVADOS,,1
TIPO_TRAMITE_PROHIBICION_DE_ENAJENAR,PROHIBICION DE ENAJENAR,,1
TIPO_TRAMITE_CANCELACIÓN_DE_UNA_COMPAÑÍA_DE_SEGUROS_PRIVADOS,CANCELACIÓN DE UNA COMPAÑÍA DE SEGUROS PRIVADOS,,1
TIPO_TRAMITE_CONTRATO_DE_ARRENDAMIENTO_MERCANTIL,CONTRATO DE ARRENDAMIENTO MERCANTIL,,1
TIPO_TRAMITE_POSESIÓN_EFECTIVA,POSESIÓN EFECTIVA,,1
TIPO_TRAMITE_ACTOS_DE_CONTITUCIÓN_DE_SOCIEDADES_CIVILES,ACTOS DE CONTITUCIÓN DE SOCIEDADES CIVILES,,1
TIPO_TRAMITE_RENUNCIAS_A_NOMBRAMIENTOS,RENUNCIAS A NOMBRAMIENTOS,,1
TIPO_TRAMITE_REACTIVACIÓN_DE_LA_COMPAÑÍA,REACTIVACIÓN DE LA COMPAÑÍA,,1
